,Handle,Title,Type,Tags,Color (product.metafields.custom.colors),Craft (product.metafields.custom.craft),Delivery (product.metafields.custom.delivery),Fabric (product.metafields.custom.fabric),Fit (product.metafields.custom.fit),List of Colors (product.metafields.custom.list_of_colors),description,Fabric,Embroidery,Craft,Fit,Delivery
1014,zahira-long-kurta-set-3447,,,,,,,,,,,,,,,
1015,zahira-long-kurta-set-3447,,,,,,,,,,,,,,,
1016,zahira-long-kurta-set-3447,,,,,,,,,,,,,,,
1017,zahira-long-kurta-set-3447,,,,,,,,,,,,,,,
1018,zahira-long-kurta-set-3447,,,,,,,,,,,,,,,
1019,zahira-long-kurta-set-3447,,,,,,,,,,,,,,,
1020,zahira-long-kurta-set-3447,,,,,,,,,,,,,,,
1021,zahira-long-kurta-set-3447,,,,,,,,,,,,,,,
1022,zahira-long-kurta-set-3447,,,,,,,,,,,,,,,
1023,sakina-long-kurta-set-3446,Sakina Long Kurta Set,Long Kurta Set,"Comfortable Fit, Dark Purple, DLVRY 4-5 Weeks, Festive, Haldi, Handwoven Cotton Tissue, Luxury Pret, Mehendi, Not On Sale, Sagan, Shiddat",Dark Purple,Dori Embroidery,4-5 Weeks,Handwoven Cotton Tissue,Comfortable Fit,,"This dark purple long panelled kurta in handwoven cotton tissue features a Chinese collar and loose-fit full sleeves. It is paired with matching straight pants with side pockets and a pure silk organza dupatta with a striking ruby pink border. The set is beautifully adorned with light gold dori embroidery and multi-color silk threads in a floral jaal and motifs, all finished with double-color piping at the hemline.",Handwoven Cotton Tissue,Light gold dori and multi-colour silk thread embroidery,Dori Embroidery,Comfortable Fit,4-5 Weeks
1024,sakina-long-kurta-set-3446,,,,,,,,,,,,,,,
1025,sakina-long-kurta-set-3446,,,,,,,,,,,,,,,
1026,sakina-long-kurta-set-3446,,,,,,,,,,,,,,,
1027,sakina-long-kurta-set-3446,,,,,,,,,,,,,,,
1028,sakina-long-kurta-set-3446,,,,,,,,,,,,,,,
1029,sakina-long-kurta-set-3446,,,,,,,,,,,,,,,
1030,sakina-long-kurta-set-3446,,,,,,,,,,,,,,,
1031,sakina-long-kurta-set-3446,,,,,,,,,,,,,,,
1032,sakina-long-kurta-set-3446,,,,,,,,,,,,,,,
1033,yaman-long-kurta-set-3445,Yaman Long Kurta Set,Long Kurta Set,"Comfortable Fit, Dark Green, DLVRY 4-5 Weeks, Festive, Haldi, Handwoven Silk Chanderi, Luxury Pret, Mehendi, Not On Sale, Sagan, Shiddat",Dark Green,Aari Embroidery,4-5 Weeks,Handwoven Chanderi Silk,Comfortable Fit,,"This dark green long panelled kurta in handwoven silk chanderi features a touch neckline, slit, and full sleeves, paired with matching Banarasi brocade straight-fit pants with side pockets and a coordinating handwoven cotton tissue dupatta. Adorned with aari embroidery in gold zari and multi-color silk threads, It is finished with matching piping and light gold lace. The dupatta complements with double-color piping.",Handwoven Silk Chanderi,Aari embroidery with gold zari and multi-colour silk threads embroidery,Aari Embroidery,Comfortable Fit,4-5 Weeks
1034,yaman-long-kurta-set-3445,,,,,,,,,,,,,,,
1035,yaman-long-kurta-set-3445,,,,,,,,,,,,,,,
1036,yaman-long-kurta-set-3445,,,,,,,,,,,,,,,
1037,yaman-long-kurta-set-3445,,,,,,,,,,,,,,,
1038,yaman-long-kurta-set-3445,,,,,,,,,,,,,,,
1039,yaman-long-kurta-set-3445,,,,,,,,,,,,,,,
1040,yaman-long-kurta-set-3445,,,,,,,,,,,,,,,
1041,yaman-long-kurta-set-3445,,,,,,,,,,,,,,,
1042,yaman-long-kurta-set-3445,,,,,,,,,,,,,,,
1043,tahira-long-kurta-set-3444,Tahira Long Kurta Set,Long Kurta Set,"Comfortable Fit, DLVRY 4-5 Weeks, Festive, Haldi, Handwoven Silk Chanderi, Luxury Pret, Mehendi, Not On Sale, Red, Sagan, Shiddat",Red,Aari Embroidery,4-5 Weeks,Handwoven Chanderi Silk,Comfortable Fit,,"This red long panelled kurta in handwoven silk chanderi features a touch neckline, slit, and full sleeves. It pairs with matching Banarasi brocade straight-fit pants and a coordinating handwoven cotton tissue dupatta. It is adorned with aari embroidery in gold zari and multi-color silk threads. It is finished with matching piping and light gold lace, while the dupatta is finished with double-color piping.",Handwoven Silk Chanderi,Aari embroidery with gold zari and multi-colour silk threads embroidery.,Aari Embroidery,Comfortable Fit,4-5 Weeks
1044,tahira-long-kurta-set-3444,,,,,,,,,,,,,,,
1045,tahira-long-kurta-set-3444,,,,,,,,,,,,,,,
1046,tahira-long-kurta-set-3444,,,,,,,,,,,,,,,
1047,tahira-long-kurta-set-3444,,,,,,,,,,,,,,,
1048,tahira-long-kurta-set-3444,,,,,,,,,,,,,,,
1049,tahira-long-kurta-set-3444,,,,,,,,,,,,,,,
1050,tahira-long-kurta-set-3444,,,,,,,,,,,,,,,
1051,tahira-long-kurta-set-3444,,,,,,,,,,,,,,,
1052,tahira-long-kurta-set-3444,,,,,,,,,,,,,,,
1053,reem-co-ordinate-set-3477,Reem Co ordinate Set,Co-ordinate Set,"Black, Brunch, Comfortable Fit, DLVRY 4-5 Weeks, On Sale, Pret, Pure Linen, Resort Wear, Shiddat, Vacation Wear",Black,Silk Thread Embroidery,4-5 Weeks,Pure Linen,Comfortable Fit,,"Step into a world of refined luxury with this black pure linen co-ordinate set. The top, featuring a sophisticated flip collar, side slits, and kimono sleeves, is adorned with intricate multi-color silk thread floral motif embroidery. Paired with matching straight-fit pants with side pockets.",Pure Linen,Multi-colour silk thread embroidery,Silk Thread Embroidery,Comfortable Fit,4-5 Weeks
1054,reem-co-ordinate-set-3477,,,,,,,,,,,,,,,
1055,reem-co-ordinate-set-3477,,,,,,,,,,,,,,,
1056,reem-co-ordinate-set-3477,,,,,,,,,,,,,,,
1057,reem-co-ordinate-set-3477,,,,,,,,,,,,,,,
1058,reem-co-ordinate-set-3477,,,,,,,,,,,,,,,
1059,reem-co-ordinate-set-3477,,,,,,,,,,,,,,,
1060,reem-co-ordinate-set-3477,,,,,,,,,,,,,,,
1061,reem-co-ordinate-set-3477,,,,,,,,,,,,,,,
1062,reem-co-ordinate-set-3477,,,,,,,,,,,,,,,
1063,dani-co-ordinate-set-3476,Dani Co ordinate Set,Co-ordinate Set,"Brunch, Comfortable Fit, DLVRY 4-5 Weeks, Natural Beige, On Sale, Pret, Pure Linen, Resort Wear, Shiddat, Vacation Wear",Natural Beige,Silk Thread Embroidery,4-5 Weeks,Pure Linen,Comfortable Fit,,"Embrace timeless elegance with this natural beige pure linen co-ordinate set. The shirt boasts a chic touch neck, front zip, and elegantly gathered sleeves with cuffs. The delicate multi-color silk thread floral motif embroidery enhances the fabric's subtle beauty. Accompanied by flared pants that mirror the shirt’s embroidery and feature side pockets.",Pure Linen,Multi-colour silk thread embroidery,Silk Thread Embroidery,Comfortable Fit,4-5 Weeks
1064,dani-co-ordinate-set-3476,,,,,,,,,,,,,,,
1065,dani-co-ordinate-set-3476,,,,,,,,,,,,,,,
1066,dani-co-ordinate-set-3476,,,,,,,,,,,,,,,
1067,dani-co-ordinate-set-3476,,,,,,,,,,,,,,,
1068,dani-co-ordinate-set-3476,,,,,,,,,,,,,,,
1069,dani-co-ordinate-set-3476,,,,,,,,,,,,,,,
1070,dani-co-ordinate-set-3476,,,,,,,,,,,,,,,
1071,dani-co-ordinate-set-3476,,,,,,,,,,,,,,,
1072,dani-co-ordinate-set-3476,,,,,,,,,,,,,,,
1073,yana-co-ordinate-set-3475,Yana Co ordinate Set,Co-ordinate Set,"Bottle green, Brunch, Comfortable Fit, DLVRY 4-5 Weeks, Not On Sale, Pret, Pure Linen, Resort Wear, Shiddat, Vacation Wear",Bottle green,Silk Thread Embroidery,4-5 Weeks,Pure Linen,Comfortable Fit,,"This enchanting bottle green pure linen co-ordinate set captures the essence of sophistication. The shirt, adorned with a refined collar and front buttons, is embellished with vibrant multi-color silk thread floral jaal embroidery, complemented by delicate off-white cotton thread stripes. Paired with matching straight-fit pants featuring vertical cotton thread stripes and side pockets.",Pure Linen,Multi-colour silk thread embroidery with gold zari,Silk Thread Embroidery,Comfortable Fit,4-5 Weeks
1074,yana-co-ordinate-set-3475,,,,,,,,,,,,,,,
1075,yana-co-ordinate-set-3475,,,,,,,,,,,,,,,
1076,yana-co-ordinate-set-3475,,,,,,,,,,,,,,,
1077,yana-co-ordinate-set-3475,,,,,,,,,,,,,,,
1078,yana-co-ordinate-set-3475,,,,,,,,,,,,,,,
1079,yana-co-ordinate-set-3475,,,,,,,,,,,,,,,
1080,yana-co-ordinate-set-3475,,,,,,,,,,,,,,,
1081,yana-co-ordinate-set-3475,,,,,,,,,,,,,,,
1082,yana-co-ordinate-set-3475,,,,,,,,,,,,,,,
1083,vara-co-ordinate-set-3474,Vara Co ordinate Set,Co-ordinate Set,"Brunch, Comfortable Fit, DLVRY 4-5 Weeks, Natural Beige, Not On Sale, Pret, Pure Linen, Resort Wear, Shiddat, Vacation Wear",Natural Beige,Silk Thread Embroidery,4-5 Weeks,Pure Linen,Comfortable Fit,,"This natural beige pure linen co-ordinate set embodies timeless elegance. The shirt, with its refined mandarin collar and double placket, showcases gracefully gathered sleeves with delicate cuffs. Adorned with vibrant multi-color silk thread floral embroidery, it exudes a subtle sophistication. Paired with matching pleated straight-fit pants featuring convenient side pockets.",Pure Linen,Multi-colour silk thread embroidery,Silk Thread Embroidery,Comfortable Fit,4-5 Weeks
1084,vara-co-ordinate-set-3474,,,,,,,,,,,,,,,
1085,vara-co-ordinate-set-3474,,,,,,,,,,,,,,,
1086,vara-co-ordinate-set-3474,,,,,,,,,,,,,,,
1087,vara-co-ordinate-set-3474,,,,,,,,,,,,,,,
1088,vara-co-ordinate-set-3474,,,,,,,,,,,,,,,
1089,vara-co-ordinate-set-3474,,,,,,,,,,,,,,,
1090,vara-co-ordinate-set-3474,,,,,,,,,,,,,,,
1091,vara-co-ordinate-set-3474,,,,,,,,,,,,,,,
1092,vara-co-ordinate-set-3474,,,,,,,,,,,,,,,
1093,raha-co-ordinate-set-3473,Raha Co ordinate Set,Co-ordinate Set,"Black, Brunch, DLVRY 4-5 Weeks, Loose Fit, Not On Sale, Pret, Pure Linen, Resort Wear, Shiddat, Vacation Wear",Black,Silk Thread Embroidery,4-5 Weeks,Pure Linen,Loose Fit,,"This black pure linen co-ordinate set is a masterpiece of understated luxury. The shirt, with its elegant tie-knot collar, drapes gracefully with full gathered sleeves and delicate cuffs, accentuated by intricate gathered detailing on the shoulders. It is paired with matching pleated, loose-fit pants featuring side pockets, creating a harmonious flow. The shirt is adorned with exquisite multi-color silk thread floral motif embroidery.",Pure Linen,Multi-colour silk thread embroidery,Silk Thread Embroidery,Loose Fit,4-5 Weeks
1094,raha-co-ordinate-set-3473,,,,,,,,,,,,,,,
1095,raha-co-ordinate-set-3473,,,,,,,,,,,,,,,
1096,raha-co-ordinate-set-3473,,,,,,,,,,,,,,,
1097,raha-co-ordinate-set-3473,,,,,,,,,,,,,,,
1098,raha-co-ordinate-set-3473,,,,,,,,,,,,,,,
1099,raha-co-ordinate-set-3473,,,,,,,,,,,,,,,
1100,raha-co-ordinate-set-3473,,,,,,,,,,,,,,,
1101,raha-co-ordinate-set-3473,,,,,,,,,,,,,,,
1102,raha-co-ordinate-set-3473,,,,,,,,,,,,,,,
1103,meeli-co-ordinate-set-3472,Meeli Co ordinate Set,Co-ordinate Set,"Bottle green, Brunch, Comfortable Fit, DLVRY 4-5 Weeks, On Sale, Pret, Pure Linen, Resort Wear, Shiddat, Vacation Wear",Bottle green,Silk Thread Embroidery,4-5 Weeks,Pure Linen,Comfortable Fit,,"This bottle green pure linen co-ordinate set is a celebration of timeless elegance. The shirt, with its graceful collar, diagonal front buttons, and gathered sleeves with cuffs, is adorned with intricate multi-color silk thread floral embroidery. Paired with matching flared pants featuring side pockets.",Pure Linen,Multi-colour silk thread embroidery,Silk Thread Embroidery,Comfortable Fit,4-5 Weeks
1104,meeli-co-ordinate-set-3472,,,,,,,,,,,,,,,
1105,meeli-co-ordinate-set-3472,,,,,,,,,,,,,,,
1106,meeli-co-ordinate-set-3472,,,,,,,,,,,,,,,
1107,meeli-co-ordinate-set-3472,,,,,,,,,,,,,,,
1108,meeli-co-ordinate-set-3472,,,,,,,,,,,,,,,
1109,meeli-co-ordinate-set-3472,,,,,,,,,,,,,,,
1110,meeli-co-ordinate-set-3472,,,,,,,,,,,,,,,
1111,meeli-co-ordinate-set-3472,,,,,,,,,,,,,,,
1112,meeli-co-ordinate-set-3472,,,,,,,,,,,,,,,
1113,lara-co-ordinate-set-3471,Lara Co ordinate Set,Co-ordinate Set,"Brunch, Comfortable Fit, DLVRY 4-5 Weeks, Natural Beige, Not On Sale, Pret, Pure Linen, Resort Wear, Shiddat, Vacation Wear",Natural Beige,Silk Thread Embroidery,4-5 Weeks,Pure Linen,Comfortable Fit,,"This natural beige pure linen co-ordinate set exudes timeless elegance. The shirt, with its refined collar and front buttons, features gracefully rounded side slits and kimono sleeves embellished with delicate pure silk organza strips. Both the shirt and the flared pants are adorned with multi-color silk thread floral embroidery side pockets.",Pure Linen,Multi-colour silk thread embroidery,Silk Thread Embroidery,Comfortable Fit,4-5 Weeks
1114,lara-co-ordinate-set-3471,,,,,,,,,,,,,,,
1115,lara-co-ordinate-set-3471,,,,,,,,,,,,,,,
1116,lara-co-ordinate-set-3471,,,,,,,,,,,,,,,
1117,lara-co-ordinate-set-3471,,,,,,,,,,,,,,,
1118,lara-co-ordinate-set-3471,,,,,,,,,,,,,,,
1119,lara-co-ordinate-set-3471,,,,,,,,,,,,,,,
1120,lara-co-ordinate-set-3471,,,,,,,,,,,,,,,
1121,lara-co-ordinate-set-3471,,,,,,,,,,,,,,,
1122,lara-co-ordinate-set-3471,,,,,,,,,,,,,,,
1123,kiya-co-ordinate-set-3470,Kiya Co ordinate Set,Co-ordinate Set,"Black, Brunch, Comfortable Fit, DLVRY 4-5 Weeks, Not On Sale, Pret, Pure Linen, Resort Wear, Shiddat, Vacation Wear",Black,Silk Thread Embroidery,4-5 Weeks,Pure Linen,Comfortable Fit,,"This black pure linen co-ordinate set embodies timeless elegance. The shirt, with its refined mandarin collar and three-quarter sleeves, gracefully drapes with side slits, revealing intricate multi-color silk thread floral jaal embroidery. Scalloped borders and delicate embroidery on the placket add a touch of sophistication. Paired with matching straight-fit pants with side pockets.",Pure Linen,Multi-colour silk thread embroidery,Silk Thread Embroidery,Comfortable Fit,4-5 Weeks
1124,kiya-co-ordinate-set-3470,,,,,,,,,,,,,,,
1125,kiya-co-ordinate-set-3470,,,,,,,,,,,,,,,
1126,kiya-co-ordinate-set-3470,,,,,,,,,,,,,,,
1127,kiya-co-ordinate-set-3470,,,,,,,,,,,,,,,
1128,kiya-co-ordinate-set-3470,,,,,,,,,,,,,,,
1129,kiya-co-ordinate-set-3470,,,,,,,,,,,,,,,
1130,kiya-co-ordinate-set-3470,,,,,,,,,,,,,,,
1131,kiya-co-ordinate-set-3470,,,,,,,,,,,,,,,
1132,kiya-co-ordinate-set-3470,,,,,,,,,,,,,,,
1133,eka-co-ordinate-set-3469,Eka Co ordinate Set,Co-ordinate Set,"Black, Brunch, Comfortable Fit, DLVRY 4-5 Weeks, On Sale, Pret, Pure Linen, Resort Wear, Shiddat, Vacation Wear",Black,Silk Thread Embroidery,4-5 Weeks,Pure Linen,Comfortable Fit,,"This black pure linen co-ordinate set exudes timeless elegance. The shirt, with its refined collar, kimono sleeves, and graceful side pleats, drapes beautifully over the figure. It pairs effortlessly with matching straight-leg pants, which are adorned with side pockets for practicality. Both pieces are intricately embroidered with vibrant multi-color silk thread floral motifs.",Pure Linen,Multi-colour silk thread embroidery,Silk Thread Embroidery,Comfortable Fit,4-5 Weeks
1134,eka-co-ordinate-set-3469,,,,,,,,,,,,,,,
1135,eka-co-ordinate-set-3469,,,,,,,,,,,,,,,
1136,eka-co-ordinate-set-3469,,,,,,,,,,,,,,,
1137,eka-co-ordinate-set-3469,,,,,,,,,,,,,,,
1138,eka-co-ordinate-set-3469,,,,,,,,,,,,,,,
1139,eka-co-ordinate-set-3469,,,,,,,,,,,,,,,
1140,eka-co-ordinate-set-3469,,,,,,,,,,,,,,,
1141,eka-co-ordinate-set-3469,,,,,,,,,,,,,,,
1142,eka-co-ordinate-set-3469,,,,,,,,,,,,,,,
1143,bini-co-ordinate-set-3468,Bini Co ordinate Set,Co-ordinate Set,"Bottle green, Brunch, Comfortable Fit, DLVRY 4-5 Weeks, On Sale, Pret, Pure Linen, Resort Wear, Shiddat, Vacation Wear",Bottle green,Silk Thread Embroidery,4-5 Weeks,Pure Linen,Comfortable Fit,,"This bottle green pure linen co-ordinate set captures refined elegance with its side-pleated top featuring a chic stand collar and a sleek zipper. The full sleeves with cuffs add a touch of sophistication, while the matching flared pants with side pockets enhance the ensemble's grace. Delicate multi-color silk thread floral embroidery adorns the shoulders and sleeves.",Pure Linen,Multi-colour silk thread embroidery,Silk Thread Embroidery,Comfortable Fit,4-5 Weeks
1144,bini-co-ordinate-set-3468,,,,,,,,,,,,,,,
1145,bini-co-ordinate-set-3468,,,,,,,,,,,,,,,
1146,bini-co-ordinate-set-3468,,,,,,,,,,,,,,,
1147,bini-co-ordinate-set-3468,,,,,,,,,,,,,,,
1148,bini-co-ordinate-set-3468,,,,,,,,,,,,,,,
1149,bini-co-ordinate-set-3468,,,,,,,,,,,,,,,
1150,bini-co-ordinate-set-3468,,,,,,,,,,,,,,,
1151,bini-co-ordinate-set-3468,,,,,,,,,,,,,,,
1152,bini-co-ordinate-set-3468,,,,,,,,,,,,,,,
1153,aria-co-ordinate-set-3467,Aria Co ordinate Set,Co-ordinate Set,"Brunch, Comfortable Fit, DLVRY 4-5 Weeks, Natural Beige, On Sale, Pret, Pure Linen, Resort Wear, Shiddat, Vacation Wear",Natural Beige,Lace Work,4-5 Weeks,Pure Linen,Comfortable Fit,,"This natural beige pure linen co-ordinate set radiates effortless elegance. The top boasts a refined Chinese collar and a buttoned placket, with gracefully gathered sleeves finished with elastic for a relaxed fit. Adorned with exquisite bottle green cotton lace, the top adds a touch of sophistication to its subtle charm. Paired with matching straight-fit pants that feature convenient side pockets.",Pure Linen,,Lace Work,Comfortable Fit,4-5 Weeks
1154,aria-co-ordinate-set-3467,,,,,,,,,,,,,,,
1155,aria-co-ordinate-set-3467,,,,,,,,,,,,,,,
1156,aria-co-ordinate-set-3467,,,,,,,,,,,,,,,
1157,aria-co-ordinate-set-3467,,,,,,,,,,,,,,,
1158,aria-co-ordinate-set-3467,,,,,,,,,,,,,,,
1159,aria-co-ordinate-set-3467,,,,,,,,,,,,,,,
1160,aria-co-ordinate-set-3467,,,,,,,,,,,,,,,
1161,aria-co-ordinate-set-3467,,,,,,,,,,,,,,,
1162,aria-co-ordinate-set-3467,,,,,,,,,,,,,,,
1163,anura-co-ordinate-set-3466,Anura Co ordinate Set,Co-ordinate Set,"Bottle green, Brunch, Comfortable Fit, DLVRY 4-5 Weeks, On Sale, Pret, Pure Linen, Resort Wear, Shiddat, Vacation Wear",Bottle green,Swarovski,4-5 Weeks,Pure Linen,Comfortable Fit,,"This dark green pure linen co-ordinate set exudes understated luxury and timeless elegance. The shirt, with its refined collar and front buttons, is beautifully adorned with dark green pearls and delicate Swarovski crystal hangings, adding a touch of opulent charm to the neckline and cuffs. Paired with matching straight-fit pants that feature side pockets.",Pure Linen,,Swarovski,Comfortable Fit,4-5 Weeks
1164,anura-co-ordinate-set-3466,,,,,,,,,,,,,,,
1165,anura-co-ordinate-set-3466,,,,,,,,,,,,,,,
1166,anura-co-ordinate-set-3466,,,,,,,,,,,,,,,
1167,anura-co-ordinate-set-3466,,,,,,,,,,,,,,,
1168,anura-co-ordinate-set-3466,,,,,,,,,,,,,,,
1169,anura-co-ordinate-set-3466,,,,,,,,,,,,,,,
1170,anura-co-ordinate-set-3466,,,,,,,,,,,,,,,
1171,anura-co-ordinate-set-3466,,,,,,,,,,,,,,,
1172,anura-co-ordinate-set-3466,,,,,,,,,,,,,,,
1173,ahana-co-ordinate-set-3465,Ahana Co ordinate Set,Co-ordinate Set,"Black, Brunch, DLVRY 4-5 Weeks, Loose Fit, On Sale, Pret, Pure Linen, Resort Wear, Shiddat, Vacation Wear",Black,3D Embroidery,4-5 Weeks,Pure Linen,Loose Fit,,"This black pure linen co-ordinate set exudes modern elegance, featuring a touch neckline and a double placket on an asymmetrical kaftan-style top with softly elasticated sleeves. Paired with straight-fit pants adorned with delicate zari stripes and side pockets, the ensemble is elevated by intricate 3D floral appliqués on the placket, beautifully enhanced with fine silk threads.",Pure Linen,Multi-colour silk thread embroidery,3D Embroidery,Loose Fit,4-5 Weeks
1174,ahana-co-ordinate-set-3465,,,,,,,,,,,,,,,
1175,ahana-co-ordinate-set-3465,,,,,,,,,,,,,,,
1176,ahana-co-ordinate-set-3465,,,,,,,,,,,,,,,
1177,ahana-co-ordinate-set-3465,,,,,,,,,,,,,,,
1178,ahana-co-ordinate-set-3465,,,,,,,,,,,,,,,
1179,ahana-co-ordinate-set-3465,,,,,,,,,,,,,,,
1180,ahana-co-ordinate-set-3465,,,,,,,,,,,,,,,
1181,ahana-co-ordinate-set-3465,,,,,,,,,,,,,,,
1182,ahana-co-ordinate-set-3465,,,,,,,,,,,,,,,
1183,uma-co-ordinate-set-3464,Uma Co ordinate Set,Co-ordinate Set,"Black, Brunch, Comfortable Fit, DLVRY 4-5 Weeks, Not On Sale, Pret, Pure Linen, Resort Wear, Shiddat, Vacation Wear",Black,Silk Thread Embroidery,4-5 Weeks,Pure Linen,Comfortable Fit,,"This black pure linen co-ordinate set exudes sophistication, with a shirt featuring a sleek collar, front buttons, and refined cuffs. embroidered with silk thread floral embroidery and sparkling black Swarovski crystal tassels. Paired with matching straight-fit pants adorned with side slits and pockets.",Pure Linen,Multi-colour silk thread embroidery,Silk Thread Embroidery,Comfortable Fit,4-5 Weeks
1184,uma-co-ordinate-set-3464,,,,,,,,,,,,,,,
1185,uma-co-ordinate-set-3464,,,,,,,,,,,,,,,
1186,uma-co-ordinate-set-3464,,,,,,,,,,,,,,,
1187,uma-co-ordinate-set-3464,,,,,,,,,,,,,,,
1188,uma-co-ordinate-set-3464,,,,,,,,,,,,,,,
1189,uma-co-ordinate-set-3464,,,,,,,,,,,,,,,
1190,uma-co-ordinate-set-3464,,,,,,,,,,,,,,,
1191,uma-co-ordinate-set-3464,,,,,,,,,,,,,,,
1192,uma-co-ordinate-set-3464,,,,,,,,,,,,,,,
1193,reet-co-ordinate-set-3463,Reet Co ordinate Set,Co-ordinate Set,"Bottle green, Brunch, Comfortable Fit, DLVRY 4-5 Weeks, Not On Sale, Pret, Pure Linen, Resort Wear, Shiddat, Vacation Wear",Bottle green,Silk Thread Embroidery,4-5 Weeks,Pure Linen,Comfortable Fit,,"This is a bottle green pure linen co-ordinate set with collar and front buttons, is adorned with gathered sleeves and cuffs, with multi-colored silk thread floral jaal embroidery, accentuated by a soft, pure silk organza border. Paired with matching flared pants featuring subtle slits and side pockets.",Pure Linen,Multi-colour silk thread embroidery,Silk Thread Embroidery,Comfortable Fit,4-5 Weeks
1194,reet-co-ordinate-set-3463,,,,,,,,,,,,,,,
1195,reet-co-ordinate-set-3463,,,,,,,,,,,,,,,
1196,reet-co-ordinate-set-3463,,,,,,,,,,,,,,,
1197,reet-co-ordinate-set-3463,,,,,,,,,,,,,,,
1198,reet-co-ordinate-set-3463,,,,,,,,,,,,,,,
1199,reet-co-ordinate-set-3463,,,,,,,,,,,,,,,
1200,reet-co-ordinate-set-3463,,,,,,,,,,,,,,,
1201,reet-co-ordinate-set-3463,,,,,,,,,,,,,,,
1202,reet-co-ordinate-set-3463,,,,,,,,,,,,,,,
1203,tisya-co-ordinate-set-3462,Tisya Co ordinate Set,Co-ordinate Set,"Brunch, Comfortable Fit, DLVRY 4-5 Weeks, Natural Beige, New, On Sale, Pret, Pure Linen, Resort Wear, Shiddat, Vacation Wear",Natural Beige,Silk Thread Embroidery,4-5 Weeks,Pure Linen,Comfortable Fit,,"This is a natural beige pure linen panelled co-ordinate set with shirt collar, refined cuffs, and side slits, flows effortlessly. Delicate multi-color silk thread embroidery graces the front pockets and back, accented by soft cotton thread stripes, adding a touch of whimsical charm. Paired with straight-fit pants featuring side pockets.",Pure Linen,Multi-colour silk thread embroidery,Silk Thread Embroidery,Comfortable Fit,4-5 Weeks
1204,tisya-co-ordinate-set-3462,,,,,,,,,,,,,,,
1205,tisya-co-ordinate-set-3462,,,,,,,,,,,,,,,
1206,tisya-co-ordinate-set-3462,,,,,,,,,,,,,,,
1207,tisya-co-ordinate-set-3462,,,,,,,,,,,,,,,
1208,tisya-co-ordinate-set-3462,,,,,,,,,,,,,,,
1209,tisya-co-ordinate-set-3462,,,,,,,,,,,,,,,
1210,tisya-co-ordinate-set-3462,,,,,,,,,,,,,,,
1211,tisya-co-ordinate-set-3462,,,,,,,,,,,,,,,
1212,tisya-co-ordinate-set-3462,,,,,,,,,,,,,,,
1213,akshi-co-ordinate-set-3460,Akshi Co ordinate Set,Co-ordinate Set,"Brunch, Comfortable Fit, DLVRY 4-5 Weeks, Natural Beige, New, On Sale, Pret, Pure Linen, Resort Wear, Shiddat, Vacation Wear",Natural Beige,Silk Thread Embroidery,4-5 Weeks,Pure Linen,Comfortable Fit,,"This is a natural beige pure linen co-ordinate set, with classic collar and front buttons, is designed with bishop sleeves that are embroidered in green silk threads, paired with matching straight-fit pants, complete with side pockets.",Pure Linen,Silk thread embroidery,Silk Thread Embroidery,Comfortable Fit,4-5 Weeks
1214,akshi-co-ordinate-set-3460,,,,,,,,,,,,,,,
1215,akshi-co-ordinate-set-3460,,,,,,,,,,,,,,,
1216,akshi-co-ordinate-set-3460,,,,,,,,,,,,,,,
1217,akshi-co-ordinate-set-3460,,,,,,,,,,,,,,,
1218,akshi-co-ordinate-set-3460,,,,,,,,,,,,,,,
1219,akshi-co-ordinate-set-3460,,,,,,,,,,,,,,,
1220,akshi-co-ordinate-set-3460,,,,,,,,,,,,,,,
1221,akshi-co-ordinate-set-3460,,,,,,,,,,,,,,,
1222,akshi-co-ordinate-set-3460,,,,,,,,,,,,,,,
1223,aala-short-kurta-set-3456,Aala Short Kurta Set,Short Kurta Set,"DLVRY 4-5 Weeks, Festive, Haldi, Handwoven Silk Chanderi, Loose Fit, Luxury Pret, Mehendi, New, Not On Sale, Sagan, Shiddat, Yellow",Yellow,Aari Embroidery,4-5 Weeks,Handwoven Chanderi Silk,Loose Fit,,"This set features a short panelled kurta in yellow handwoven silk chanderi, with a V-neckline, loose full sleeves, and side pockets. It is paired with a Pakistani salwar, blending yellow and beige handwoven silk chanderi in a distinctive diagonal pattern, and a matching yellow handwoven cotton tissue dupatta. The ensemble is adorned with aari embroidery in antique gold and gold zari, highlighted by silk threads. The kurta and salwar are finished with refined piping and lace, while the dupatta boasts double-color piping and lace detailing.",Handwoven Silk Chanderi,Aari embroidery with gold and light gold zari enhanced with silk threads.,Aari Embroidery,Loose Fit,4-5 Weeks
1224,aala-short-kurta-set-3456,,,,,,,,,,,,,,,
1225,aala-short-kurta-set-3456,,,,,,,,,,,,,,,
1226,aala-short-kurta-set-3456,,,,,,,,,,,,,,,
1227,aala-short-kurta-set-3456,,,,,,,,,,,,,,,
1228,aala-short-kurta-set-3456,,,,,,,,,,,,,,,
1229,aala-short-kurta-set-3456,,,,,,,,,,,,,,,
1230,aala-short-kurta-set-3456,,,,,,,,,,,,,,,
1231,aala-short-kurta-set-3456,,,,,,,,,,,,,,,
1232,aala-short-kurta-set-3456,,,,,,,,,,,,,,,
