,Handle,Title,Type,Tags,Color (product.metafields.custom.colors),Craft (product.metafields.custom.craft),Delivery (product.metafields.custom.delivery),Fabric (product.metafields.custom.fabric),Fit (product.metafields.custom.fit),List of Colors (product.metafields.custom.list_of_colors),description,Fabric,Embroidery,Craft,Fit,Delivery
9789,amrapali-anarkali-set,,,,,,,,,,,,,,,
9790,kajri-saree,Kajri Saree Set,Saree Set,"Banarsia, BEST SELLER, Black, Couture, DLVRY 6 weeks, Fitted, Not On Sale, Raw Silk, Sangeet",Black,Zardoz Work,6 Weeks,Raw Silk,Fitted,,Featuring a black raw silk saree with embroidred zardoz floral motifs and a raw silk embroidered blouse.,Raw Silk,"Floral motifs embroidred wih hand done zari, dabka, sequins and pearls.",Zardoz,Fitted,6 weeks
9791,kajri-saree,,,,,,,,,,,,,,,
9792,kajri-saree,,,,,,,,,,,,,,,
9793,kajri-saree,,,,,,,,,,,,,,,
9794,kajri-saree,,,,,,,,,,,,,,,
9795,kajri-saree,,,,,,,,,,,,,,,
9796,kajri-saree,,,,,,,,,,,,,,,
9797,kajri-saree,,,,,,,,,,,,,,,
9798,kajri-saree,,,,,,,,,,,,,,,
9799,kajri-saree,,,,,,,,,,,,,,,
9800,purnima-lehenga-set,Purnima Lehenga Set,Lehenga Set,"Banarasi Tissue, Banarsia, Couture, DLVRY 12 WEEKS, Fitted, Mehendi, Not On Sale, Silver",Silver,Banarasi,12 Weeks,Banarasi Tissue,Fitted,,"This set features a deep neck blouse with resham embroidery, tissue tulle lehenga and a pink banarasi dupatta. An exclsuive Sue Mue banarasi weave.The cost of the banarasi dupatta will be addtional.",Banarasi Tissue,Zari detailing in the blouse.,Banarasi,Fitted,12 weeks
9801,purnima-lehenga-set,,,,,,,,,,,,,,,
9802,purnima-lehenga-set,,,,,,,,,,,,,,,
9803,purnima-lehenga-set,,,,,,,,,,,,,,,
9804,purnima-lehenga-set,,,,,,,,,,,,,,,
9805,purnima-lehenga-set,,,,,,,,,,,,,,,
9806,purnima-lehenga-set,,,,,,,,,,,,,,,
9807,purnima-lehenga-set,,,,,,,,,,,,,,,
9808,purnima-lehenga-set,,,,,,,,,,,,,,,
9809,purnima-lehenga-set,,,,,,,,,,,,,,,
9810,ayati-kurta-set,Ayati Kurta Set,Kurta Set,"Banarsia, Comfortable Fit, Couture, DLVRY 6 weeks, MediumBlue, Sangeet, Tussar Silk",Blue,Zardoz Work,6 Weeks,Pure Moonga Silk,Comfortable Fit,,"A staple for every wardrobe, this deep blue raw silk front open paneled jacket comes with a heavy dori, zari and sequin embroidery. Paired with embroidered trousers.",Tussar Silk,"Silk floral zaal embroidered with dabka, sequins and cutwork.",Zardoz,Comfortable Fit,6 weeks
9811,ayati-kurta-set,,,,,,,,,,,,,,,
9812,ayati-kurta-set,,,,,,,,,,,,,,,
9813,ayati-kurta-set,,,,,,,,,,,,,,,
9814,ayati-kurta-set,,,,,,,,,,,,,,,
9815,ayati-kurta-set,,,,,,,,,,,,,,,
9816,ayati-kurta-set,,,,,,,,,,,,,,,
9817,ayati-kurta-set,,,,,,,,,,,,,,,
9818,ayati-kurta-set,,,,,,,,,,,,,,,
9819,ayati-kurta-set,,,,,,,,,,,,,,,
9820,nandini-gharara-set,Nandini Gharara Set,Gharara Set,"Banarsia, Comfortable Fit, Couture, DLVRY 6 weeks, Green, Mehendi, Not On Sale, Silk",Green,Zardoz Work,6 Weeks,Silk,Comfortable Fit,,This set features a mid length kurta paired with a gharara and a beige organza dupatta.,Silk,"Silk floral zaal embroidered with dabka, sequins and cutwork.",Zardoz,Comfortable Fit,6 weeks
9821,nandini-gharara-set,,,,,,,,,,,,,,,
9822,nandini-gharara-set,,,,,,,,,,,,,,,
9823,nandini-gharara-set,,,,,,,,,,,,,,,
9824,nandini-gharara-set,,,,,,,,,,,,,,,
9825,nandini-gharara-set,,,,,,,,,,,,,,,
9826,nandini-gharara-set,,,,,,,,,,,,,,,
9827,nandini-gharara-set,,,,,,,,,,,,,,,
9828,nandini-gharara-set,,,,,,,,,,,,,,,
9829,nandini-gharara-set,,,,,,,,,,,,,,,
9830,manjari-lehenga-set,Manjari Lehenga Set,Lehenga Set,"Banarasi Brocade, Banarsia, Comfortable Fit, Couture, DLVRY 12 WEEKS, Green, Mehendi, Not On Sale",Green,Banarasi,12 Weeks,Banarasi Brocade,Comfortable Fit,,"Featuring a semi-bridal banarasi lehenga matched with an organza blouse and dupatta. Embroidered with silk threads, zari and tassels.",Banarasi Brocade,"Small flower butis embroidered with resham, pearls, sequins and dabka.",Banarasi,Comfortable Fit,12 weeks
9831,manjari-lehenga-set,,,,,,,,,,,,,,,
9832,manjari-lehenga-set,,,,,,,,,,,,,,,
9833,manjari-lehenga-set,,,,,,,,,,,,,,,
9834,manjari-lehenga-set,,,,,,,,,,,,,,,
9835,manjari-lehenga-set,,,,,,,,,,,,,,,
9836,manjari-lehenga-set,,,,,,,,,,,,,,,
9837,manjari-lehenga-set,,,,,,,,,,,,,,,
9838,manjari-lehenga-set,,,,,,,,,,,,,,,
9839,manjari-lehenga-set,,,,,,,,,,,,,,,
9840,paawani-kurta-set,Paawani Kurta Set,Kurta Set,"Banarsia, Beige, Brunch, Comfortable Fit, Couture, DLVRY 6 weeks, Not On Sale, Silk",Beige,Zardoz Work,5 Weeks,Silk,Comfortable Fit,,"Featuring a straight kurta embraced with a four corner buta design on the dupatta, paired with ankle length embroidered pants.",Silk,"Multi-colour embroidery with resham threads. Accentuated with dabka , sequins and zari.",Zardoz,Comfortable Fit,6 weeks
9841,paawani-kurta-set,,,,,,,,,,,,,,,
9842,paawani-kurta-set,,,,,,,,,,,,,,,
9843,paawani-kurta-set,,,,,,,,,,,,,,,
9844,paawani-kurta-set,,,,,,,,,,,,,,,
9845,paawani-kurta-set,,,,,,,,,,,,,,,
9846,paawani-kurta-set,,,,,,,,,,,,,,,
9847,paawani-kurta-set,,,,,,,,,,,,,,,
9848,paawani-kurta-set,,,,,,,,,,,,,,,
9849,paawani-kurta-set,,,,,,,,,,,,,,,
9850,kashvi-anarkali-set,Kashvi Anarkali Set,Anarkali Set,"Banarsia, Comfortable Fit, Couture, DLVRY 6 weeks, Haldi, Not On Sale, Tussar Silk, Yellow",Yellow,Zardoz Work,6 Weeks,Pure Moonga Silk,Comfortable Fit,,"A staple for every wardrobe, this tussar georgette mid length anarkali has been teamed with an ankle length salwar. All embroidered with the lustrous gota patti.",Tussar Silk,"Multi-colour embroidery with resham threads. Accentuated with dabka , sequins and zari.",Zardoz,Comfortable Fit,6 weeks
9851,kashvi-anarkali-set,,,,,,,,,,,,,,,
9852,kashvi-anarkali-set,,,,,,,,,,,,,,,
9853,kashvi-anarkali-set,,,,,,,,,,,,,,,
9854,kashvi-anarkali-set,,,,,,,,,,,,,,,
9855,kashvi-anarkali-set,,,,,,,,,,,,,,,
9856,kashvi-anarkali-set,,,,,,,,,,,,,,,
9857,kashvi-anarkali-set,,,,,,,,,,,,,,,
9858,kashvi-anarkali-set,,,,,,,,,,,,,,,
9859,kashvi-anarkali-set,,,,,,,,,,,,,,,
9860,bhumi-anarkali-set,Bhumi Anarkali Set,Anarkali Set,"Banarsia, Comfortable Fit, Couture, DLVRY 6 weeks, Green, Not On Sale, Raw Silk, Sangeet",Green,Zardoz Work,6 Weeks,Raw Silk,Comfortable Fit,,"This set features a raw silk anarkali jacket accentuated with a full length anarkali, and embroidered pants.",Raw Silk,"Embroidered Shikargah with a kuhfal pattern and floral butis using dabka, resham, pearls, gota patti and sequins.",Zardoz,Comfortable Fit,6 weeks
9861,bhumi-anarkali-set,,,,,,,,,,,,,,,
9862,bhumi-anarkali-set,,,,,,,,,,,,,,,
9863,bhumi-anarkali-set,,,,,,,,,,,,,,,
9864,bhumi-anarkali-set,,,,,,,,,,,,,,,
9865,bhumi-anarkali-set,,,,,,,,,,,,,,,
9866,bhumi-anarkali-set,,,,,,,,,,,,,,,
9867,bhumi-anarkali-set,,,,,,,,,,,,,,,
9868,bhumi-anarkali-set,,,,,,,,,,,,,,,
9869,bhumi-anarkali-set,,,,,,,,,,,,,,,
9870,amala-kurta-set,Amala Kurta Set,Kurta Set,"Banarsia, Beige, Comfortable Fit, Couture, DLVRY 6 weeks, Not On Sale, Sagan, Silk Organza",Beige,Zardoz Work,6 Weeks,Silk Organza,Comfortable Fit,,Featuring a mid length anarkali accentuated with silk tulip pants.,Silk Organza,"Silk thread knot work enhanced with dabka, pearls, sequins and zari in floral pattern.",Zardoz,Comfortable Fit,6 weeks
9871,amala-kurta-set,,,,,,,,,,,,,,,
9872,amala-kurta-set,,,,,,,,,,,,,,,
9873,amala-kurta-set,,,,,,,,,,,,,,,
9874,amala-kurta-set,,,,,,,,,,,,,,,
9875,amala-kurta-set,,,,,,,,,,,,,,,
9876,amala-kurta-set,,,,,,,,,,,,,,,
9877,amala-kurta-set,,,,,,,,,,,,,,,
9878,amala-kurta-set,,,,,,,,,,,,,,,
9879,amala-kurta-set,,,,,,,,,,,,,,,
9880,anamitra-lehenga-set,Anamitra Lehenga Set,Lehenga Set,"Banarasi Tissue, Banarsia, Comfortable Fit, Couture, DLVRY 6 weeks, Engagement, Not On Sale, Silver",Silver,Kasab embroidery,6 Weeks,Banarasi Tissue,Comfortable Fit,,Featuring an ivory tissue lehenga enhanced with zari embroidery paired with an embroidered handloom cotton blouse and an embroidered organza dupatta.,Banarasi Tissue,"Silk thread knot work enhanced with dabka, pearls, sequins and zari in floral pattern.",Kasab,Comfortable Fit,6 weeks
9881,anamitra-lehenga-set,,,,,,,,,,,,,,,
9882,anamitra-lehenga-set,,,,,,,,,,,,,,,
9883,anamitra-lehenga-set,,,,,,,,,,,,,,,
9884,anamitra-lehenga-set,,,,,,,,,,,,,,,
9885,anamitra-lehenga-set,,,,,,,,,,,,,,,
9886,anamitra-lehenga-set,,,,,,,,,,,,,,,
9887,anamitra-lehenga-set,,,,,,,,,,,,,,,
9888,anamitra-lehenga-set,,,,,,,,,,,,,,,
9889,anamitra-lehenga-set,,,,,,,,,,,,,,,
9890,kusumina-kurta-set,Kusumina Kurta Set,Kurta Set,"Banarsia, Comfortable Fit, Couture, DLVRY 12 WEEKS, Not On Sale, Pink, Sagan, Tussar Silk",Pink,Zardoz Work,12 Weeks,Pure Moonga Silk,Comfortable Fit,,This set features a straight suit with a pair of pants and a banarasi dupatta. The cost of the banarasi dupatta will be addtional.,Tussar Silk,"Silk thread knot work enhanced with dabka, pearls, sequins and zari in floral pattern.",Zardoz,Comfortable Fit,12 weeks
9891,kusumina-kurta-set,,,,,,,,,,,,,,,
9892,kusumina-kurta-set,,,,,,,,,,,,,,,
9893,kusumina-kurta-set,,,,,,,,,,,,,,,
9894,kusumina-kurta-set,,,,,,,,,,,,,,,
9895,kusumina-kurta-set,,,,,,,,,,,,,,,
9896,kusumina-kurta-set,,,,,,,,,,,,,,,
9897,kusumina-kurta-set,,,,,,,,,,,,,,,
9898,kusumina-kurta-set,,,,,,,,,,,,,,,
9899,kusumina-kurta-set,,,,,,,,,,,,,,,
9900,neelima-anarkali-set,Neelima Anarkali Set,Anarkali Set,"Banarsia, Blue, Comfortable Fit, Couture, DLVRY 6 weeks, Handloom Mulmul, Not On Sale, Sangeet",Blue,Zardoz Work,6 Weeks,Handloom Mulmul,Comfortable Fit,,This set features a mid length anarkali with tulip pants and a georgette dupatta with gota patti trims.,Handloom Mulmul,"Hand embroidered floral motifs using dabka, sequins and pearls.",Zardoz,Comfortable Fit,6 weeks
9901,neelima-anarkali-set,,,,,,,,,,,,,,,
9902,neelima-anarkali-set,,,,,,,,,,,,,,,
9903,neelima-anarkali-set,,,,,,,,,,,,,,,
9904,neelima-anarkali-set,,,,,,,,,,,,,,,
9905,neelima-anarkali-set,,,,,,,,,,,,,,,
9906,neelima-anarkali-set,,,,,,,,,,,,,,,
9907,neelima-anarkali-set,,,,,,,,,,,,,,,
9908,neelima-anarkali-set,,,,,,,,,,,,,,,
9909,neelima-anarkali-set,,,,,,,,,,,,,,,
9910,kalini-anarkali-set,Kalini Kurta Set,Kurta Set,"Banarsia, BEST SELLER, Comfortable Fit, Couture, DLVRY 6 weeks, Not On Sale, Raw Silk, Red, Sangeet",Red,Zardoz Work,6 Weeks,Raw Silk,Comfortable Fit,,,Raw Silk,"Hand embroidered floral motifs using dabka, sequins and pearls.",Zardoz,Comfortable Fit,6 weeks
9911,kalini-anarkali-set,,,,,,,,,,,,,,,
9912,kalini-anarkali-set,,,,,,,,,,,,,,,
9913,kalini-anarkali-set,,,,,,,,,,,,,,,
9914,kalini-anarkali-set,,,,,,,,,,,,,,,
9915,kalini-anarkali-set,,,,,,,,,,,,,,,
9916,kalini-anarkali-set,,,,,,,,,,,,,,,
9917,kalini-anarkali-set,,,,,,,,,,,,,,,
9918,kalini-anarkali-set,,,,,,,,,,,,,,,
9919,kalini-anarkali-set,,,,,,,,,,,,,,,
9920,bodhi-anarkali-set,Bodhi Anarkali Set,Anarkali Set,"Banarsia, Beige, Comfortable Fit, Couture, DLVRY 6 weeks, Engagement, Handloom Mulmul, Not On Sale",Beige,Dori Embroidery,6 Weeks,Handloom Mulmul,Comfortable Fit,,Featuring a beige floor length embroidered anarkali teamed with an embroidered dupatta and churidar.,Handloom Mulmul,Gold dori and applique work floral motifs.,Dori Work,Comfortable Fit,6 weeks
9921,bodhi-anarkali-set,,,,,,,,,,,,,,,
9922,bodhi-anarkali-set,,,,,,,,,,,,,,,
9923,bodhi-anarkali-set,,,,,,,,,,,,,,,
9924,bodhi-anarkali-set,,,,,,,,,,,,,,,
9925,bodhi-anarkali-set,,,,,,,,,,,,,,,
9926,bodhi-anarkali-set,,,,,,,,,,,,,,,
9927,bodhi-anarkali-set,,,,,,,,,,,,,,,
9928,bodhi-anarkali-set,,,,,,,,,,,,,,,
9929,bodhi-anarkali-set,,,,,,,,,,,,,,,
9930,ishira-tunic,Ishira Top,Top,"Banarsia, Brunch, Comfortable Fit, DLVRY 6 weeks, Not On Sale, Pret, Red, Tussar Silk",Red,Resham Thread Embroidery,6 Weeks,Pure Moonga Silk,Comfortable Fit,,This casual red embroidered tunic can be paired with your favorite separates.,Tussar Silk,Contrasting color resham thread work.,Resham Thread Work,Comfortable Fit,6 weeks
9931,ishira-tunic,,,,,,,,,,,,,,,
9932,ishira-tunic,,,,,,,,,,,,,,,
9933,ishira-tunic,,,,,,,,,,,,,,,
9934,ishira-tunic,,,,,,,,,,,,,,,
9935,ishira-tunic,,,,,,,,,,,,,,,
9936,ishira-tunic,,,,,,,,,,,,,,,
9937,ishira-tunic,,,,,,,,,,,,,,,
9938,ishira-tunic,,,,,,,,,,,,,,,
9939,ishira-tunic,,,,,,,,,,,,,,,
9940,kanchi-tunic,Kanchi Kaftan,Kaftan,"Banarsia, Beige, Brunch, Comfortable Fit, DLVRY 4 weeks, Handloom Cotton, Not On Sale, Pret",Beige,Resham Thread Embroidery,4 Weeks,Handloom Cotton,Comfortable Fit,,This casual beige loose and asymmetrical embroidered shirt can be paired with your favorite separates.,Handloom Cotton,Multi-color resham thread work floral motifs.,Resham Thread Work,Comfortable Fit,4 weeks
9941,kanchi-tunic,,,,,,,,,,,,,,,
9942,kanchi-tunic,,,,,,,,,,,,,,,
9943,kanchi-tunic,,,,,,,,,,,,,,,
9944,kanchi-tunic,,,,,,,,,,,,,,,
9945,kanchi-tunic,,,,,,,,,,,,,,,
9946,kanchi-tunic,,,,,,,,,,,,,,,
9947,kanchi-tunic,,,,,,,,,,,,,,,
9948,kanchi-tunic,,,,,,,,,,,,,,,
9949,kanchi-tunic,,,,,,,,,,,,,,,
9950,keer-anarkali-set,Keer Anarkali Set,Anarkali Set,"Banarsia, Beige, Comfortable Fit, DLVRY 6 weeks, Not On Sale, Pret, Sagan, Tussar Silk",Beige,Resham Thread Embroidery,6 Weeks,Pure Moonga Silk,Comfortable Fit,,This set features a pre-crinkled and embroidered straight shirt with a pair of pants and a red dupatta.,Tussar Silk,Multi-color resham thread work floral motifs.,Resham Thread Work,Comfortable Fit,6 weeks
9951,keer-anarkali-set,,,,,,,,,,,,,,,
9952,keer-anarkali-set,,,,,,,,,,,,,,,
9953,keer-anarkali-set,,,,,,,,,,,,,,,
9954,keer-anarkali-set,,,,,,,,,,,,,,,
9955,keer-anarkali-set,,,,,,,,,,,,,,,
9956,keer-anarkali-set,,,,,,,,,,,,,,,
9957,keer-anarkali-set,,,,,,,,,,,,,,,
9958,keer-anarkali-set,,,,,,,,,,,,,,,
9959,keer-anarkali-set,,,,,,,,,,,,,,,
9960,nitara-anarkali-set,Nitara Anarkali Set,Anarkali Set,"Banarsia, Comfortable Fit, DLVRY 4 weeks, Haldi, Handloom Mulmul, Not On Sale, Pret, Yellow",Yellow,Resham Thread Embroidery,4 Weeks,Handloom Mulmul,Comfortable Fit,,Featuring a yellow short angrakha anarkali paired with churidar.,Handloom Mulmul,Contrasting single color resham thread work and zari aari embroidery.,Resham Thread Work,Comfortable Fit,4 weeks
9961,nitara-anarkali-set,,,,,,,,,,,,,,,
9962,nitara-anarkali-set,,,,,,,,,,,,,,,
9963,nitara-anarkali-set,,,,,,,,,,,,,,,
9964,nitara-anarkali-set,,,,,,,,,,,,,,,
9965,nitara-anarkali-set,,,,,,,,,,,,,,,
9966,nitara-anarkali-set,,,,,,,,,,,,,,,
9967,nitara-anarkali-set,,,,,,,,,,,,,,,
9968,nitara-anarkali-set,,,,,,,,,,,,,,,
9969,nitara-anarkali-set,,,,,,,,,,,,,,,
9970,irika-tunic,Irika Kaftan,Kaftan,"Banarsia, Brunch, Comfortable Fit, DLVRY 4 weeks, Green, Handloom Cotton, Not On Sale, Pret",Green,Resham Thread Embroidery,4 Weeks,Handloom Cotton,Comfortable Fit,,A casual green and beige asymmetrical embroidered shirt with a back opening.,Handloom Cotton,Contrasting single color resham thread work and zari aari embroidery.,Resham Thread Work,Comfortable Fit,4 weeks
9971,irika-tunic,,,,,,,,,,,,,,,
9972,irika-tunic,,,,,,,,,,,,,,,
9973,irika-tunic,,,,,,,,,,,,,,,
9974,irika-tunic,,,,,,,,,,,,,,,
9975,irika-tunic,,,,,,,,,,,,,,,
9976,irika-tunic,,,,,,,,,,,,,,,
9977,irika-tunic,,,,,,,,,,,,,,,
9978,irika-tunic,,,,,,,,,,,,,,,
9979,irika-tunic,,,,,,,,,,,,,,,
9980,dhuni-sharara-set,Dhuni Sharara Set,Sharara Set,"Banarsia, Blue, Comfortable Fit, DLVRY 4 weeks, Not On Sale, Pret, Sangeet, Tussar Silk",Blue,Resham Thread Embroidery,4 Weeks,Pure Moonga Silk,Comfortable Fit,,Featuring a deep blue embroidered short shirt paired with a gharara and an embroidered dupatta.,Tussar Silk,Contrasting single color resham thread work and zari aari embroidery.,Resham Thread Work,Comfortable Fit,4 weeks
9981,dhuni-sharara-set,,,,,,,,,,,,,,,
9982,dhuni-sharara-set,,,,,,,,,,,,,,,
9983,dhuni-sharara-set,,,,,,,,,,,,,,,
9984,dhuni-sharara-set,,,,,,,,,,,,,,,
9985,dhuni-sharara-set,,,,,,,,,,,,,,,
9986,dhuni-sharara-set,,,,,,,,,,,,,,,
9987,dhuni-sharara-set,,,,,,,,,,,,,,,
9988,dhuni-sharara-set,,,,,,,,,,,,,,,
9989,dhuni-sharara-set,,,,,,,,,,,,,,,
9990,kasu-tunic,Kasu Top,Top,"Banarsia, Brunch, Comfortable Fit, DLVRY 4 weeks, Green, Handloom Cotton, Not On Sale, Pret",Green,Resham Thread Embroidery,4 Weeks,Handloom Cotton,Comfortable Fit,,,Handloom Cotton,Contrasting single color resham thread work and applique work.,Resham Thread Work,Comfortable Fit,4 weeks
9991,kasu-tunic,,,,,,,,,,,,,,,
9992,kasu-tunic,,,,,,,,,,,,,,,
9993,kasu-tunic,,,,,,,,,,,,,,,
9994,kasu-tunic,,,,,,,,,,,,,,,
9995,kasu-tunic,,,,,,,,,,,,,,,
9996,kasu-tunic,,,,,,,,,,,,,,,
9997,kasu-tunic,,,,,,,,,,,,,,,
9998,kasu-tunic,,,,,,,,,,,,,,,
9999,kasu-tunic,,,,,,,,,,,,,,,
10000,mili-kurta-set,Mili Kurta Set,Kurta Set,"Banarsia, Comfortable Fit, DLVRY 4 weeks, Handloom Cotton, MediumBlue, Not On Sale, Pret, Sangeet",Blue,Resham Thread Embroidery,4 Weeks,Handloom Cotton,Comfortable Fit,,This set features a deep blue embroided straight shirt paired with straight banarasi brocade pants.,Handloom Cotton,Multi-color resham thread work.,Resham Thread Work,Comfortable Fit,4 weeks
10001,mili-kurta-set,,,,,,,,,,,,,,,
10002,mili-kurta-set,,,,,,,,,,,,,,,
10003,mili-kurta-set,,,,,,,,,,,,,,,
10004,mili-kurta-set,,,,,,,,,,,,,,,
10005,mili-kurta-set,,,,,,,,,,,,,,,
10006,mili-kurta-set,,,,,,,,,,,,,,,
10007,mili-kurta-set,,,,,,,,,,,,,,,
10008,mili-kurta-set,,,,,,,,,,,,,,,
10009,mili-kurta-set,,,,,,,,,,,,,,,
10010,sini-anarkali-set,Sini Anarkali Set,Anarkali Set,"Banarsia, Comfortable Fit, DLVRY 4 weeks, Not On Sale, Pret, Red, Sagan, Tussar Silk",Red,Resham Thread Embroidery,4 Weeks,Pure Moonga Silk,Comfortable Fit,,Featuring an embroidered short red anarkali paired with straight pants.,Tussar Silk,Contrasting single color resham thread work and applique work.,Resham Thread Work,Comfortable Fit,4 weeks
10011,sini-anarkali-set,,,,,,,,,,,,,,,
10012,sini-anarkali-set,,,,,,,,,,,,,,,
10013,sini-anarkali-set,,,,,,,,,,,,,,,
10014,sini-anarkali-set,,,,,,,,,,,,,,,
10015,sini-anarkali-set,,,,,,,,,,,,,,,
10016,sini-anarkali-set,,,,,,,,,,,,,,,
10017,sini-anarkali-set,,,,,,,,,,,,,,,
10018,sini-anarkali-set,,,,,,,,,,,,,,,
10019,sini-anarkali-set,,,,,,,,,,,,,,,
10020,aheli-anarkali-set,Aheli Anarkali Set,Anarkali Set,"Banarsia, Comfortable Fit, DLVRY 4 weeks, Green, Handloom Cotton, Not On Sale, Pret, Sangeet",Green,Resham Thread Embroidery,4 Weeks,Handloom Cotton,Comfortable Fit,,This set features a green short embroidered anarkali paired with loose pants.,Handloom Cotton,Multi-color resham thread work and applique work.,Resham Thread Work,Comfortable Fit,4 weeks
10021,aheli-anarkali-set,,,,,,,,,,,,,,,
10022,aheli-anarkali-set,,,,,,,,,,,,,,,
10023,aheli-anarkali-set,,,,,,,,,,,,,,,
10024,aheli-anarkali-set,,,,,,,,,,,,,,,
10025,aheli-anarkali-set,,,,,,,,,,,,,,,
10026,aheli-anarkali-set,,,,,,,,,,,,,,,
10027,aheli-anarkali-set,,,,,,,,,,,,,,,
10028,aheli-anarkali-set,,,,,,,,,,,,,,,
10029,aheli-anarkali-set,,,,,,,,,,,,,,,
10030,navini-tunic,Navini Shirt,Shirt,"Banarsia, Black, Brunch, Comfortable Fit, DLVRY 4 weeks, Handloom Cotton, Not On Sale, Pret",Black,Resham Thread Embroidery,4 Weeks,Handloom Cotton,Comfortable Fit,,This casual black asymmetrical embroidered shirt can be paired with your favorite separates.,Handloom Cotton,Multi-color resham thread work and applique work.,Resham Thread Work,Comfortable Fit,4 weeks
10031,navini-tunic,,,,,,,,,,,,,,,
10032,navini-tunic,,,,,,,,,,,,,,,
10033,navini-tunic,,,,,,,,,,,,,,,
10034,navini-tunic,,,,,,,,,,,,,,,
10035,navini-tunic,,,,,,,,,,,,,,,
10036,navini-tunic,,,,,,,,,,,,,,,
10037,navini-tunic,,,,,,,,,,,,,,,
10038,navini-tunic,,,,,,,,,,,,,,,
10039,navini-tunic,,,,,,,,,,,,,,,
10040,edha-kurta-set,Edha Kurta Set,Kurta Set,"Banarsia, Comfortable Fit, DLVRY 4 weeks, Handloom Cotton, Not On Sale, Pink, Pret, Sagan",Pink,Resham Thread Embroidery,4 Weeks,Handloom Cotton,Comfortable Fit,,This set features a pink embroidered straight shirt paired with loose pants.,Handloom Cotton,Multi-color resham thread work and applique work.,Resham Thread Work,Comfortable Fit,4 weeks
10041,edha-kurta-set,,,,,,,,,,,,,,,
10042,edha-kurta-set,,,,,,,,,,,,,,,
10043,edha-kurta-set,,,,,,,,,,,,,,,
10044,edha-kurta-set,,,,,,,,,,,,,,,
10045,edha-kurta-set,,,,,,,,,,,,,,,
10046,edha-kurta-set,,,,,,,,,,,,,,,
10047,edha-kurta-set,,,,,,,,,,,,,,,
10048,edha-kurta-set,,,,,,,,,,,,,,,
10049,edha-kurta-set,,,,,,,,,,,,,,,
10050,malak-anarkali-set,Malak Anarkali Set,Anarkali Set,"Banarsia, DLVRY 4 weeks, Fitted, Handloom Cotton, Not On Sale, Pink, Pret, Sagan",Pink,Resham Thread Embroidery,4 Weeks,Handloom Cotton,Fitted,,Featuring a pink floor length embroidered anarkali.,Handloom Cotton,Multi-color resham thread work.,Resham Thread Work,Fitted,4 weeks
10051,malak-anarkali-set,,,,,,,,,,,,,,,
10052,malak-anarkali-set,,,,,,,,,,,,,,,
10053,malak-anarkali-set,,,,,,,,,,,,,,,
10054,malak-anarkali-set,,,,,,,,,,,,,,,
10055,malak-anarkali-set,,,,,,,,,,,,,,,
10056,malak-anarkali-set,,,,,,,,,,,,,,,
10057,malak-anarkali-set,,,,,,,,,,,,,,,
10058,malak-anarkali-set,,,,,,,,,,,,,,,
10059,malak-anarkali-set,,,,,,,,,,,,,,,
10060,misri-tunic,Misri Top,Top,"Banarsia, Beige, Brunch, Comfortable Fit, DLVRY 4 weeks, Handloom Cotton, Not On Sale, Pret",Beige,Resham Thread Embroidery,4 Weeks,Handloom Cotton,Comfortable Fit,,"A staple for every wardrobe, this casual beige embroidered tunic can be paired with your favorite separates.",Handloom Cotton,Multi-color resham thread work.,Resham Thread Work,Comfortable Fit,4 weeks
10061,misri-tunic,,,,,,,,,,,,,,,
10062,misri-tunic,,,,,,,,,,,,,,,
10063,misri-tunic,,,,,,,,,,,,,,,
10064,misri-tunic,,,,,,,,,,,,,,,
10065,misri-tunic,,,,,,,,,,,,,,,
10066,misri-tunic,,,,,,,,,,,,,,,
10067,misri-tunic,,,,,,,,,,,,,,,
10068,misri-tunic,,,,,,,,,,,,,,,
10069,misri-tunic,,,,,,,,,,,,,,,
10070,taani-saree,Taani Saree Set,Saree Set,"Banarsia, Beige, Couture, DLVRY 4 weeks, Fitted, Not On Sale, Sangeet, Silk Organza",Beige,Zardoz Work,4 Weeks,Silk Organza,Fitted,,Featuring a beige kora embroidered saree paired with embroidered boat neck blouse.,Silk Organza,Cotton thread work and metallic zardozi embroidery.,Zardoz,Fitted,4 weeks
10071,taani-saree,,,,,,,,,,,,,,,
10072,taani-saree,,,,,,,,,,,,,,,
10073,taani-saree,,,,,,,,,,,,,,,
10074,taani-saree,,,,,,,,,,,,,,,
10075,taani-saree,,,,,,,,,,,,,,,
10076,taani-saree,,,,,,,,,,,,,,,
10077,taani-saree,,,,,,,,,,,,,,,
10078,taani-saree,,,,,,,,,,,,,,,
10079,taani-saree,,,,,,,,,,,,,,,
10080,osha-saree,Osha Saree Set,Saree Set,"Banarsia, Couture, DLVRY 4 weeks, Fitted, Haldi, Not On Sale, Silk Georgette, Yellow",Yellow,Zardoz Work,4 Weeks,Georgette,Fitted,,Featuring a yellow georgette embroidered saree paired with beige banarasi embroidered boat neck blouse.,Silk Georgette,"Antique gold metallic zari, sequins and zardoz embroidery with pearl.",Zardoz,Fitted,4 weeks
10081,osha-saree,,,,,,,,,,,,,,,
10082,osha-saree,,,,,,,,,,,,,,,
10083,osha-saree,,,,,,,,,,,,,,,
10084,osha-saree,,,,,,,,,,,,,,,
10085,osha-saree,,,,,,,,,,,,,,,
10086,osha-saree,,,,,,,,,,,,,,,
